student_id,first_high_school_attended,school_district,gender,race_ethnicity,percent_absent,gpa,act_reading_score,act_math_score
109727,Whitebridge,Orange,Female,White,4.161428452,3.217195034,,
110305,Whitebridge,Orange,Female,White,9.924501419,2.727149963,,
110942,Whitebridge,Orange,Male,White,3.507122517,1.490649939,12,15
110959,Whitebridge,Orange,Female,Hispanic,3.202005863,3.206409931,16,21
111006,Whitebridge,Orange,Male,White,2.872857332,2.525000095,24,25
111118,Whitebridge,Orange,Male,Hispanic,28.52191162,1.476999998,13,14
111639,Whitebridge,Orange,Male,Multiple/Native American,1.990042686,3.789999962,,
185,Pinkney,Orange,Male,White,5.017142773,2.525000095,32,28
252,Pinkney,Orange,Female,White,6.481534004,,,
295,Pinkney,Orange,Female,Multiple/Native American,12.79166698,2.866000175,20,20
345,Pinkney,Orange,Male,White,7.840682507,1.805999994,,
401,Pinkney,Orange,Male,White,14.6785717,2.083499908,,
532,Pinkney,Orange,Female,White,17.78236198,1.756900072,,
633,Pinkney,Orange,Male,White,8.771185875,2.631249905,12,14
1089,Pinkney,Orange,Male,White,0.143669978,1.721800089,12,15
1544,Pinkney,Orange,Female,,10.034091,,,
1743,Pinkney,Orange,Female,White,4.991453171,2.390000105,14,18
1790,Pinkney,Orange,Female,White,2.366998434,3.034999847,24,22
2746,Pinkney,Orange,Male,White,12.16486835,2.789333344,,
3201,Pinkney,Orange,Male,White,17.04000092,1.766250014,12,19
3435,Pinkney,Orange,Male,White,30.55344772,0.75999999,,
3527,Pinkney,Orange,Female,Multiple/Native American,2.740315676,3.855000019,30,22
4717,Pinkney,Orange,Female,White,9.864022255,0.666999996,,
5902,Pinkney,Orange,Male,White,6.568138599,1.635999918,15,14
6342,Pinkney,Orange,Male,White,5.119488239,1.485700011,8,14
6368,Pinkney,Orange,Female,White,1.428164959,3.345999956,24,23
6505,Pinkney,Orange,Female,White,3,3.589400053,20,16
6869,Pinkney,Orange,Female,White,3.526315689,3.374599934,22,15
7475,Pinkney,Orange,Female,White,5.00713253,3.059999943,21,16
7942,Pinkney,Orange,Male,White,14.91797638,3.34100008,,
8534,Pinkney,Orange,Male,White,12.26799393,2.277349949,17,14
9264,Pinkney,Orange,Female,White,5.119488239,1.80704999,13,17
10017,Pinkney,Orange,Male,White,3.332390308,3.068500042,27,23
10160,Pinkney,Orange,Female,White,8.071294785,1.106999993,,
10925,Pinkney,Orange,Female,White,13.060606,1.766000032,13,13
11254,Pinkney,Orange,Female,White,1.736842155,3.660000086,22,20
11399,Pinkney,Orange,Female,White,4.525547504,2.406549931,14,18
11543,Pinkney,Orange,Female,White,2.157223701,3.157999992,23,17
11707,Pinkney,Orange,Female,Hispanic,2.275813341,2.766000032,13,20
11783,Pinkney,Orange,Male,White,11.02130604,1.143000007,,
12104,Pinkney,Orange,Male,White,6.710186481,2.913000107,15,18
12656,Pinkney,Orange,Female,White,4.417647362,2.279500008,20,16
12764,Pinkney,Orange,Female,White,14.42519665,3.042999983,19,24
13506,Pinkney,Orange,Male,Multiple/Native American,1.810198307,2.375,30,29
13532,Pinkney,Orange,Male,White,3.238297939,3.170000076,23,21
13574,Pinkney,Orange,Female,White,6.484463215,3.11500001,23,24
13603,Pinkney,Orange,Female,White,7.989702702,2.391074896,10,15
13623,Pinkney,Orange,Female,White,13.72583485,2.580499887,18,18
13960,Pinkney,Orange,Male,White,23.09931374,1.955749989,,
13976,Pinkney,Orange,Male,White,13.9231863,1.75,18,16
14033,Pinkney,Orange,Male,White,0.721194863,4,28,22
14039,Pinkney,Orange,Male,White,1.731152177,2.954999924,28,27
14058,Pinkney,Orange,Male,White,15.93870544,2.630000114,16,16
14361,Pinkney,Orange,Male,White,6.316384315,2.510799885,22,16
15215,Pinkney,Orange,Female,White,7.525773048,1.401000023,14,15
15764,Pinkney,Orange,Male,White,0.822190583,2.380000114,15,15
16287,Pinkney,Orange,Male,White,0.867709816,2.86500001,11,14
16681,Pinkney,Orange,Female,African-American,6.379655838,3.244999886,17,16
16727,Pinkney,Orange,Male,White,1.765151501,2.158149958,,
17053,Pinkney,Orange,Male,White,3.532075644,1.272249937,19,16
17384,Pinkney,Orange,Female,White,7.545325756,3.046599865,13,23
17433,Pinkney,Orange,Female,White,19.64056206,2.75999999,,
17616,Pinkney,Orange,Male,White,10.85611534,1.75,15,13
17910,Pinkney,Orange,Male,White,13.43235397,2.375,22,19
18221,Pinkney,Orange,Female,White,14.33519554,2.184550047,14,15
18237,Pinkney,Orange,Male,White,1.105504632,1.88499999,17,19
18292,Pinkney,Orange,Male,White,16.2790699,2.867500067,,
19048,Pinkney,Orange,Female,White,12.77369118,3.952250004,,
19244,Pinkney,Orange,Male,White,27.57102585,1.080800056,12,15
19348,Pinkney,Orange,Male,White,3.397489548,3.849999905,34,26
19744,Pinkney,Orange,Male,White,4.603399277,2.494999886,10,15
19864,Pinkney,Orange,Male,White,6.312944889,1.663599968,13,15
20186,Pinkney,Orange,Male,White,11.71834946,0.538306653,,
20657,Pinkney,Orange,Male,White,0.672316432,3.210000038,25,17
21553,Pinkney,Orange,Male,White,11.47398853,1.865666628,14,15
22592,Pinkney,Orange,Female,White,5.100282669,2.11500001,,
22988,Pinkney,Orange,Male,White,10.81751823,3.085000038,15,16
23146,Pinkney,Orange,Male,White,11.51343727,2.50999999,9,18
23371,Pinkney,Orange,Female,White,19.92438507,2.40199995,17,17
23390,Pinkney,Orange,Female,White,7.984848499,2.673500061,17,18
23559,Pinkney,Orange,Female,White,14.34708405,2.015500069,13,13
23983,Pinkney,Orange,Male,White,1.89900434,2.274000168,20,15
24114,Pinkney,Orange,Male,White,2.097595453,2.710000038,13,15
24151,Pinkney,Orange,Male,Multiple/Native American,0.995732546,3.247499943,22,16
24465,Pinkney,Orange,Male,White,23.84277725,0.5,,
24531,Pinkney,Orange,Female,White,6.851796627,3.029999971,18,22
24806,Pinkney,Orange,Female,White,1.792613626,3.55250001,26,30
25727,Pinkney,Orange,Female,White,30.07260513,1.620000005,13,19
25802,Pinkney,Orange,Male,White,18.40259743,2.835099936,,
25940,Pinkney,Orange,Female,White,21.50516891,2,,
26696,Pinkney,Orange,Female,White,0.022759601,3.496999979,29,23
26922,Pinkney,Orange,Female,White,12.30058956,3.155999899,22,15
27178,Pinkney,Orange,Male,White,15.25757504,1.639999986,,
27186,Pinkney,Orange,Male,White,4.26458025,3.180000067,19,17
27221,Pinkney,Orange,Male,White,37.75609589,0.961499989,,
27286,Pinkney,Orange,Male,White,9.976911545,1.737750053,26,24
27971,Pinkney,Orange,Male,White,10.034091,1.834249973,12,13
28238,Pinkney,Orange,Female,White,14.78461456,1.840000033,12,13
28539,Pinkney,Orange,Female,White,4.575671673,3.105000019,18,15
28933,Pinkney,Orange,Female,White,6.327683449,3.900000095,36,29
29330,Pinkney,Orange,Female,White,14.6785717,1.57099998,,
29841,Pinkney,Orange,Male,White,17.64988136,2.092700005,,
29898,Pinkney,Orange,Male,White,6.575886726,3.38740015,,
30248,Pinkney,Orange,Female,White,16.77887726,2.790499926,,
30328,Pinkney,Orange,Female,,5.299999714,3,12,17
30365,Pinkney,Orange,Female,White,3.139402628,2.374499798,14,18
30617,Pinkney,Orange,Female,White,37.75609589,1.963000059,16,15
30684,Pinkney,Orange,Male,White,11.12926102,0.889999986,18,16
30767,Pinkney,Orange,Female,White,0.233285919,2.843400002,10,15
31131,Pinkney,Orange,Male,White,27.96034431,1.594599962,,
31177,Pinkney,Orange,Female,White,5.871757984,3.155750036,23,24
31248,Pinkney,Orange,Male,White,1.619799137,3.114999771,30,29
31476,Pinkney,Orange,Male,White,17.34195328,0,,
31580,Pinkney,Orange,Female,White,11.12451363,0.360000014,,
31846,Pinkney,Orange,Female,White,3.387931108,3.414999962,30,25
31929,Pinkney,Orange,Female,White,4.017021179,3.349999905,22,17
32158,Pinkney,Orange,Female,White,4.14814806,3,30,25
32298,Pinkney,Orange,Male,White,4.902438641,1.794950008,9,16
32691,Pinkney,Orange,Male,White,22.28664017,1.078199983,26,18
33683,Pinkney,Orange,Male,White,6.687500477,2.475500107,19,17
33816,Pinkney,Orange,Female,White,15.73870087,2.381000042,16,16
33867,Pinkney,Orange,Female,White,6.879310608,2.245049953,10,18
34115,Pinkney,Orange,Female,African-American,15.60390377,1.766000032,,
34159,Pinkney,Orange,Male,White,13.15789509,0,,
34457,Pinkney,Orange,Female,White,1.806818247,4,33,25
35018,Pinkney,Orange,Female,White,11.2510519,2.71570015,21,24
35051,Pinkney,Orange,Female,White,5.538116932,3.394200087,23,18
35149,Pinkney,Orange,Male,White,17.16949081,0,,
35360,Pinkney,Orange,Female,White,15.70244026,1.769999981,10,14
35636,Pinkney,Orange,Female,White,9.362499237,2.174000025,15,15
35719,Pinkney,Orange,Male,White,53.11688614,0,,
36554,Pinkney,Orange,Male,White,17.41477203,0.140000001,,
37273,Pinkney,Orange,Male,White,4.556497574,1.929499984,16,22
37885,Pinkney,Orange,Female,White,6.026912212,3.143000126,16,16
38348,Pinkney,Orange,Female,White,4.321479321,2.798500061,20,16
38359,Pinkney,Orange,Male,White,3.995614052,2.619999886,23,19
39102,Pinkney,Orange,Male,White,4.409929276,2.296299934,21,14
39522,Pinkney,Orange,Female,White,7.492176056,3.512500048,23,25
39866,Pinkney,Orange,Male,White,8.929078102,1.919999957,14,13
40213,Pinkney,Orange,Male,White,3.905172348,1.968474984,13,11
40972,Pinkney,Orange,Female,White,3.153735638,3.542950153,,
41006,Pinkney,Orange,Male,White,5.456860065,2.033600092,14,18
41165,Pinkney,Orange,Female,White,14.27272797,1.973850012,,
42096,Pinkney,Orange,Female,White,4.634423733,3.55250001,25,23
42372,Pinkney,Orange,Female,White,19.79660988,0.66080004,,
42474,Pinkney,Orange,Male,White,39.70772552,1.558480024,,
42561,Pinkney,Orange,Female,White,4.812233448,3.819999933,25,23
43363,Pinkney,Orange,Female,White,7.712464809,3.585000038,23,19
43593,Pinkney,Orange,Male,White,2.276836395,2.191999912,19,16
43895,Pinkney,Orange,Female,White,18.81515694,1.595000029,11,15
44518,Pinkney,Orange,Female,White,7.970128059,3.106999874,14,18
44525,Pinkney,Orange,Male,White,8.324999809,1.809999943,12,16
44609,Pinkney,Orange,Female,White,1.992887616,3.657999992,17,21
44651,Pinkney,Orange,Female,White,24.09617805,2.517099857,17,14
44806,Pinkney,Orange,Female,White,1.994334221,3.730000019,24,22
44835,Pinkney,Orange,Female,White,5.135977745,4,27,31
44862,Pinkney,Orange,Female,White,3.173913002,3.630000114,16,15
45033,Pinkney,Orange,Female,White,10.99573803,3.197500229,17,17
45188,Pinkney,Orange,Female,White,3.461980104,2.340000153,17,18
45307,Pinkney,Orange,Female,White,0.995689631,3.059999943,22,16
45533,Pinkney,Orange,Male,White,8.433120728,1.54124999,19,15
45769,Pinkney,Orange,Male,White,14.27272797,1.116999984,,
46339,Pinkney,Orange,Female,White,12.19230843,2.928999901,15,17
46348,Pinkney,Orange,Female,White,13.39170456,2.529273272,14,15
46415,Pinkney,Orange,Female,White,0.233285919,2.871999979,14,19
46638,Pinkney,Orange,Female,White,31.74486351,2.460000038,,
46717,Pinkney,Orange,Male,White,27.90528679,1.840409994,,
46949,Pinkney,Orange,Male,White,3.902017355,2.314499855,22,20
47022,Pinkney,Orange,Female,White,2.135135174,3.440000057,20,21
47118,Pinkney,Orange,Male,White,4.514204502,3.131549835,29,25
47200,Pinkney,Orange,Male,White,19.60120964,0.860249996,,
47205,Pinkney,Orange,Male,White,3.785310745,3.150449991,25,28
47563,Pinkney,Orange,Female,White,0.624466538,3.430000067,18,17
47966,Pinkney,Orange,Female,White,3.545977116,3.616499901,20,21
48414,Pinkney,Orange,Female,White,25.67760849,2,23,18
48691,Pinkney,Orange,Male,White,47.61309433,0.25,,
48758,Pinkney,Orange,Female,White,3.478076458,3.954999924,19,17
49619,Pinkney,Orange,Female,White,1.173295498,3.885000229,21,19
50365,Pinkney,Orange,Male,White,3.465346575,3.025000095,25,17
50443,Pinkney,Orange,Female,White,5.934844494,2.604300022,14,14
50567,Pinkney,Orange,Female,White,43.02531815,0.625,,
50663,Pinkney,Orange,Male,White,6.969696999,2.029999971,,
50788,Pinkney,Orange,Female,White,10.83522701,2.220000029,22,19
50874,Pinkney,Orange,Male,Asian/Pacific Islander,0.921763897,2.696499825,20,18
51080,Pinkney,Orange,Male,White,13.66057396,1.353999972,14,15
51083,Pinkney,Orange,Female,White,14.09815121,3.940500021,34,25
51161,Pinkney,Orange,Male,Asian/Pacific Islander,7.260745049,2.559499979,25,25
51721,Pinkney,Orange,Female,White,7.679549694,1.848525047,12,17
52368,Pinkney,Orange,Female,White,3.247875452,3.440000057,28,21
52578,Pinkney,Orange,Female,White,4.464848995,3.863333225,30,22
53127,Pinkney,Orange,Female,White,26.53943062,1.737700105,15,17
53195,Pinkney,Orange,Female,White,0.004249291,3.644999981,27,26
53696,Pinkney,Orange,Male,White,2.314367056,2.331224918,22,23
53814,Pinkney,Orange,Male,White,5.738264561,1.199999928,,
53958,Pinkney,Orange,Male,White,4.517093658,2.75,17,17
54230,Pinkney,Orange,Male,White,2.119318247,3.210000038,25,23
54659,Pinkney,Orange,Female,White,3.49929285,3.046599865,20,17
55180,Pinkney,Orange,Male,White,5.239598274,3.764999866,29,27
55339,Pinkney,Orange,Male,White,32.0949707,1.970000029,,
55341,Pinkney,Orange,Female,White,2.021246433,3.855000019,20,23
55711,Pinkney,Orange,Female,White,12.58179283,0.200000003,,
55824,Pinkney,Orange,Female,White,17.1640625,1.963000059,13,15
55834,Pinkney,Orange,Male,White,21.52366257,0,,
55856,Pinkney,Orange,Male,White,39.8928566,0.923099995,,
56037,Pinkney,Orange,Female,White,68.20000458,0.25,13,14
56039,Pinkney,Orange,Male,White,1.994334221,3.400000095,25,19
56391,Pinkney,Orange,Male,White,23.09931374,1.841709971,20,15
57231,Pinkney,Orange,Female,White,4.465549469,3.120500088,18,16
57396,Pinkney,Orange,Male,White,14.4941721,2.083499908,19,20
57734,Pinkney,Orange,Female,White,7.499282837,2.027800083,11,15
58549,Pinkney,Orange,Male,White,5.5419631,1.873080015,22,15
58696,Pinkney,Orange,Female,White,17.34195328,1.31704998,23,18
59265,Pinkney,Orange,Male,White,11.89548016,1.070000052,13,15
59381,Pinkney,Orange,Male,White,13.39170456,1.963950038,12,14
59415,Pinkney,Orange,Male,White,0.568181813,2.09649992,17,21
60231,Pinkney,Orange,Male,White,5.357850075,3.50999999,17,16
60704,Pinkney,Orange,Female,White,13.31603718,3.02850008,27,24
60777,Pinkney,Orange,Male,White,22.28664017,0.49000001,,
61147,Pinkney,Orange,Male,White,3.196605444,3.544499874,28,22
61410,Pinkney,Orange,Female,White,7.492176056,3.572999954,30,27
61682,Pinkney,Orange,Female,White,7.028943539,1.786000013,25,16
61979,Pinkney,Orange,Female,White,13.72583485,2.5,15,16
62683,Pinkney,Orange,Male,White,1.765151501,2.02850008,16,15
62702,Pinkney,Orange,Male,White,5.287157059,2.644999981,9,15
62871,Pinkney,Orange,Female,White,9.757763863,1.419999957,14,15
63027,Pinkney,Orange,Male,White,4.592067719,1.742500067,17,15
63534,Pinkney,Orange,Male,White,7.987252235,2.744999886,14,20
63905,Pinkney,Orange,Female,White,3.459459305,2.845000029,28,20
64148,Pinkney,Orange,Female,White,19.03654861,1.620399952,,
64189,Pinkney,Orange,Female,White,10.81751823,0.956524968,,
64203,Pinkney,Orange,Male,White,10.96355629,2.762949944,15,17
64651,Pinkney,Orange,Male,White,8.822093964,1.227699995,,
64822,Pinkney,Orange,Female,White,4.403682709,4,28,26
64998,Pinkney,Orange,Female,White,0.288043469,4,32,31
65037,Pinkney,Orange,Female,White,9.783060074,3.063149929,19,16
65370,Pinkney,Orange,Female,White,4.603399277,2.08100009,11,16
65877,Pinkney,Orange,Male,White,10.86925316,1.677000046,16,18
66097,Pinkney,Orange,Female,White,0.143669978,2.029999971,12,15
66297,Pinkney,Orange,Male,White,19.60120964,1.577549934,20,16
66452,Pinkney,Orange,Female,White,18.68686867,0.333000004,,
66689,Pinkney,Orange,Male,White,11.26293087,2.540750027,20,24
66977,Pinkney,Orange,Male,White,7.055084705,2.112500191,16,17
67173,Pinkney,Orange,Male,White,19.92438507,1.040500045,18,14
67188,Pinkney,Orange,Male,White,1.834770203,2.86500001,15,16
67242,Pinkney,Orange,Female,White,7.028943539,2.789999962,14,14
67656,Pinkney,Orange,Male,White,2.908961773,3.190100193,24,27
67827,Pinkney,Orange,Male,White,5.001432419,3.000499964,17,15
67927,Pinkney,Orange,Male,White,61.42916489,0,,
68441,Pinkney,Orange,Male,White,16.51592445,0.893225014,,
69319,Pinkney,Orange,Female,White,14.78461456,1.68719995,,
69386,Pinkney,Orange,Female,White,7.055084705,3.554999828,22,19
69711,Pinkney,Orange,Female,White,6.876595497,3.24000001,28,18
70354,Pinkney,Orange,Male,White,5.481586456,2.396650076,12,14
70644,Pinkney,Orange,Male,White,7.616147518,1.892499924,14,16
71252,Pinkney,Orange,Female,White,3.513257504,3.228499889,20,16
71679,Pinkney,Orange,Female,White,8.649572372,3.388820171,19,16
71969,Pinkney,Orange,Female,White,23.19047737,1.153800011,22,16
72036,Pinkney,Orange,Male,White,12.50213337,2.050300121,11,16
73477,Pinkney,Orange,Female,White,7.137979984,1.855999947,11,15
73488,Pinkney,Orange,Female,White,5.357850075,3.585000038,19,16
73845,Pinkney,Orange,Male,White,72.85134888,2.045000076,20,16
74360,Pinkney,Orange,Male,African-American,7.946762562,1.26699996,,
74396,Pinkney,Orange,Male,White,4.961756229,1.809999943,11,15
74581,Pinkney,Orange,Male,White,4.812233448,2.215000153,29,29
74691,Pinkney,Orange,Female,White,40.88636398,0.720000029,,
75419,Pinkney,Orange,Male,White,10.12338543,2.335000038,26,19
75420,Pinkney,Orange,Female,White,1.981818199,2.550199986,13,15
75426,Pinkney,Orange,Male,White,3.008403301,2.582999945,17,14
75524,Pinkney,Orange,Female,White,14.221591,1.610666633,16,14
75734,Pinkney,Orange,Female,White,2.309859037,,,
77190,Pinkney,Orange,Female,White,5.447108269,3.92750001,25,25
77233,Pinkney,Orange,Male,White,14.221591,0.639999986,,
77253,Pinkney,Orange,Male,White,11.0906477,2.170000076,22,24
77517,Pinkney,Orange,Female,White,5.932960987,3.496999979,,
77546,Pinkney,Orange,Female,White,24.91743088,1.31704998,,
77617,Pinkney,Orange,Male,White,7.840682507,0.140000001,,
77635,Pinkney,Orange,Male,White,15.70244026,2.914999962,,
77758,Pinkney,Orange,Male,African-American,13.2514286,2.950000048,21,15
77850,Pinkney,Orange,Female,White,17.43076897,1.42900002,,
78177,Pinkney,Orange,Female,White,9.844559669,2.256999969,17,14
78421,Pinkney,Orange,Female,,12.5,1.345000029,,
78524,Pinkney,Orange,Female,White,12.70716572,2.056650162,14,16
78847,Pinkney,Orange,Male,White,12.49644375,1.930000067,23,17
79243,Pinkney,Orange,Female,White,8.222989082,2.355000019,19,18
80082,Pinkney,Orange,Male,White,0.022759601,3.217550039,22,18
80196,Pinkney,Orange,Male,White,17.99509811,0.240700006,,
80221,Pinkney,Orange,Female,White,72.85134888,1.659399986,,
80774,Pinkney,Orange,Male,White,8.217741966,2.033600092,11,14
81160,Pinkney,Orange,Female,White,5.024147511,3.420000076,15,20
81165,Pinkney,Orange,Male,White,5.376955986,1.750499964,13,15
81187,Pinkney,Orange,Male,White,7.008038521,1.711750031,21,16
81455,Pinkney,Orange,Female,White,6.004267216,2.880000114,22,14
81580,Pinkney,Orange,Male,White,29.7678566,1.04733336,,
81855,Pinkney,Orange,Male,White,15.70244026,2.630000114,13,15
82703,Pinkney,Orange,Male,White,2.704022884,2.158149958,25,18
82854,Pinkney,Orange,Male,White,5.024147511,1.110000014,,
83095,Pinkney,Orange,Male,White,4.314447403,1.930000067,17,14
83101,Pinkney,Orange,Male,White,1.295976996,1.38499999,14,16
84398,Pinkney,Orange,Female,White,5.100282669,3.357500076,17,16
84411,Pinkney,Orange,Female,White,21.52083206,1.307600021,,
84479,Pinkney,Orange,Female,White,18.51934814,0.928600013,15,15
84530,Pinkney,Orange,Male,White,7.274537563,2.819999933,27,24
84818,Pinkney,Orange,Male,White,12.85007095,3.085000038,,
85983,Pinkney,Orange,Female,White,19.32568741,2.25,,
86121,Pinkney,Orange,Male,White,16.50849915,1.041350007,,
86346,Pinkney,Orange,Female,White,4.510668278,2.799999952,,
86383,Pinkney,Orange,Female,White,19.55555534,1.725000024,,
86929,Pinkney,Orange,Male,White,1.810466647,3.059999943,28,26
87004,Pinkney,Orange,Male,White,5.957203865,1.9375,23,24
87181,Pinkney,Orange,Male,White,3.235795498,2.09649992,11,15
87319,Pinkney,Orange,Male,White,2.579320192,3.724999905,,
87332,Pinkney,Orange,Male,White,18.85878372,0,,
87628,Pinkney,Orange,Male,White,1.754310369,2.86500001,,
88055,Pinkney,Orange,Male,White,1.839311242,2.684499979,16,18
88340,Pinkney,Orange,Female,White,0.921763897,2.446350098,15,17
88695,Pinkney,Orange,Female,White,6.368271828,3.374835014,23,19
88771,Pinkney,Orange,Female,White,15.83144569,2.5,11,15
89229,Pinkney,Orange,Male,White,0.624466538,3.460000038,19,18
89353,Pinkney,Orange,Male,White,8.291607857,3.145550013,21,19
89565,Pinkney,Orange,Male,White,10.45803738,1.129999995,,
89987,Pinkney,Orange,Female,White,4.577586174,2.030999899,25,17
90088,Pinkney,Orange,Male,White,0.843527794,1.995000005,8,15
90142,Pinkney,Orange,Male,White,4.988636494,1.863299966,25,24
90301,Pinkney,Orange,Male,White,2.194604874,2.606999874,14,14
90346,Pinkney,Orange,Male,White,2.876080513,3.65899992,26,26
90437,Pinkney,Orange,Female,White,2.648484707,2.125,17,14
90883,Pinkney,Orange,Male,White,21.52366257,1.637199998,,
90966,Pinkney,Orange,Female,White,19.58003426,2.329999924,,
90973,Pinkney,Orange,Female,White,3.480905294,3.085000038,21,18
91045,Pinkney,Orange,Female,,48.07870483,0,,
91395,Pinkney,Orange,Female,White,14.70621395,2.819499969,20,22
91625,Pinkney,Orange,Female,White,1.858155966,2.78399992,14,14
92017,Pinkney,Orange,Male,White,22.66111183,1.637199998,,
92068,Pinkney,Orange,Female,White,0.001436782,3.829999924,21,25
93109,Pinkney,Orange,Male,White,4.744318008,2.848449945,21,15
93441,Pinkney,Orange,Male,White,10.91404057,1.639999986,15,15
93681,Pinkney,Orange,Female,White,19.92438507,2.519999981,,
93927,Pinkney,Orange,Female,White,3.687763929,3.046599865,12,17
94128,Pinkney,Orange,Female,White,9.471180916,2.795274973,,
94180,Pinkney,Orange,Female,White,1.697406411,3.790055037,24,23
94533,Pinkney,Orange,Male,White,6.521306992,3.771500111,30,23
95339,Pinkney,Orange,Female,White,4.60845089,3.574999809,22,21
95480,Pinkney,Orange,Male,White,19.61275291,2.368000031,,
96398,Pinkney,Orange,Male,White,31.63135719,,,
96583,Pinkney,Orange,Female,White,5.464033604,3.954999924,28,26
96803,Pinkney,Orange,Female,White,11.12926102,3.116499901,8,17
96854,Pinkney,Orange,Female,White,5.00713253,3.025000095,34,18
96985,Pinkney,Orange,Female,White,5.73541975,3.439500093,27,19
97045,Pinkney,Orange,Male,White,22.76954842,1.875,,
97178,Pinkney,Orange,Female,White,10.44807911,2.409999847,16,15
97454,Pinkney,Orange,Male,White,46.9107132,0.289999992,,
97646,Pinkney,Orange,Female,White,18.64204407,0.47815001,,
98247,Pinkney,Orange,Female,Multiple/Native American,2.805293083,3.24000001,19,17
99050,Pinkney,Orange,Male,White,4.609065056,2.147900105,19,14
99654,Pinkney,Orange,Male,White,38.36029434,0.07,,
100203,Pinkney,Orange,Female,White,2.404761791,,17,15
100764,Pinkney,Orange,Female,White,2.704022884,2.595000029,21,18
101004,Pinkney,Orange,Female,White,2.980085373,1.910000086,12,17
101177,Pinkney,Orange,Female,White,4.988636494,3.276000023,24,21
101270,Pinkney,Orange,Female,White,5.132289886,2.268499851,,
101730,Pinkney,Orange,Male,White,12.70716572,3.15199995,20,19
102262,Pinkney,Orange,Male,White,12.16486835,1.694999933,,
102321,Pinkney,Orange,Female,White,10.11173248,2.823499918,18,15
102386,Pinkney,Orange,Male,White,1.96728301,3.878999949,32,31
102398,Pinkney,Orange,Male,White,9.342513084,1.737750053,16,17
102724,Pinkney,Orange,Male,White,5.675675869,2.5625,15,17
102963,Pinkney,Orange,Female,White,2.724040031,2.380350113,20,17
103091,Pinkney,Orange,Male,White,15.72500038,1.766250014,17,16
103282,Pinkney,Orange,Female,White,11.47398853,1.800400019,15,13
103560,Pinkney,Orange,Male,White,6.705459595,2.61500001,23,16
104006,Pinkney,Orange,Male,White,6.030303001,2.480999947,15,15
104009,Pinkney,Orange,Male,White,3.388571262,2.585000038,27,27
104316,Pinkney,Orange,Male,White,27.83333397,,,
104465,Pinkney,Orange,Female,White,6.226173401,2.49000001,20,18
104579,Pinkney,Orange,Male,White,2.648484707,2.606999874,19,22
105200,Pinkney,Orange,Male,White,4.843390465,2.760400057,,
105876,Pinkney,Orange,Female,White,0.307254612,3.157999992,19,16
105973,Pinkney,Orange,Male,White,5.504950047,2.541649818,,
106057,Pinkney,Orange,Male,White,26.05742073,2.105499983,19,16
106063,Pinkney,Orange,Female,White,2.716927528,2.615200043,11,16
106369,Pinkney,Orange,Male,White,1.538461566,1.026149988,11,15
107517,Pinkney,Orange,Male,White,6.495921612,2.313499928,12,17
107654,Pinkney,Orange,Male,White,10.84136009,3,21,18
107974,Pinkney,Orange,Male,White,2.109509945,2.840000153,12,16
108198,Pinkney,Orange,Female,White,4.616477489,2.512300014,15,15
109057,Pinkney,Orange,Female,White,5.73541975,3.275000095,27,24
109304,Pinkney,Orange,Female,White,4.633093834,2.799999952,18,18
109510,Pinkney,Orange,Male,White,10.10384083,2.5,23,24
109839,Pinkney,Orange,Female,White,10.12338543,3.78550005,25,27
110309,Pinkney,Orange,Female,White,1.771551728,3.125499964,22,17
111172,Pinkney,Orange,Female,White,16.5581398,3.450000048,16,23
111400,Pinkney,Orange,Female,White,0.642857134,,,
111532,Pinkney,Orange,Female,White,14.53131008,2.372550011,23,18
111547,Pinkney,Orange,Female,Multiple/Native American,13.57175922,3.584499836,16,14
111636,Pinkney,Orange,Male,White,5.46875,1.635999918,14,13
111962,Pinkney,Orange,Female,White,11.88135624,2.380000114,,
20611,Athena,Orange,Female,African-American,9.58620739,3.039000034,,
41207,Athena,Orange,Male,African-American,19.90384483,1.309999943,,
49126,Athena,Orange,Female,African-American,7.906793118,2.683499813,17,18
6992,Acorn,Orange,Male,White,42.63783646,2.15566659,,
22513,Acorn,Orange,Male,White,40.72916412,1.532600045,11,16
40501,Acorn,Orange,Female,White,40.12913132,1.898299932,,
42077,Acorn,Orange,Female,White,39.8928566,2.039999962,,
58276,Acorn,Orange,Female,White,1.619266033,3.757999897,26,22
65116,Acorn,Orange,Female,White,22.2364521,1.690150023,,
76681,Acorn,Orange,Female,White,27.5,1.756900072,23,17
77171,Acorn,Orange,Male,White,19.61275291,1.177379966,,
81665,Acorn,Orange,Male,White,33.34791946,1.830000043,21,18
83556,Acorn,Orange,Female,White,12.25498581,1.555600047,,
86245,Acorn,Orange,Female,White,14.86067486,2.109300137,,
1081,Wilson,Wilson,Female,White,3.813486338,1.911999941,15,15
1132,Wilson,Wilson,Female,White,7.710755825,3.436000109,,
1267,Wilson,Wilson,Male,White,2.558571339,3.622499943,17,26
1788,Wilson,Wilson,Female,White,6.237288475,2.398999929,12,15
2331,Wilson,Wilson,Female,White,1.53061223,3.787750006,27,23
3209,Wilson,Wilson,Male,White,15.33820438,1.43566668,22,17
5267,Wilson,Wilson,Female,White,4.175572395,3.786499977,26,27
5346,Wilson,Wilson,Female,White,0.262553811,3.882949829,26,29
5591,Wilson,Wilson,Male,White,5.729257584,2.480000019,22,20
